week,customer_state,hub,product_group,price,freight_value
2018-05-07,MG,HUB_SaoPaulo,tech,43.5,18.23
2017-06-19,RS,HUB_SaoPaulo,home,34.99,16.6
2018-08-13,SP,HUB_SaoPaulo,other,99.9,13.0
2018-01-15,SP,HUB_SaoPaulo,home,80.0,12.9
2018-02-19,SP,HUB_SaoPaulo,tech,13.2,11.85
2018-04-30,SP,HUB_SaoPaulo,home,129.99,15.0
2018-01-01,SP,HUB_SaoPaulo,beauty_health,120.0,8.1
2018-02-19,BA,HUB_South,tech,18.9,34.15
2017-11-27,SP,HUB_SaoPaulo,home,89.9,16.26
2018-06-04,MG,HUB_SaoPaulo,home,98.0,23.27
2018-06-04,MG,HUB_SaoPaulo,home,98.0,23.27
2018-07-30,RJ,HUB_South,tech,135.0,17.88
2018-07-16,RS,HUB_SaoPaulo,beauty_health,65.95,15.56
2018-04-16,SP,HUB_SaoPaulo,home,329.9,19.22
2017-12-04,MG,HUB_SaoPaulo,home,121.9,14.6
2017-12-04,MG,HUB_SaoPaulo,home,121.9,14.6
2017-12-04,MG,HUB_SaoPaulo,home,121.9,14.6
2017-12-04,MG,HUB_SaoPaulo,home,121.9,14.6
2017-12-04,MG,HUB_SaoPaulo,home,121.9,14.6
2018-08-06,MG,HUB_SaoPaulo,beauty_health,134.9,20.13
2018-04-09,MG,HUB_SaoPaulo,other,17.99,12.79
2017-02-20,PR,HUB_MG_RJ,tech,19.9,15.65
2017-11-20,RJ,HUB_SaoPaulo,home,128.99,21.29
2018-07-09,PR,HUB_MG_RJ,tech,38.9,22.2
2017-06-19,BA,HUB_MG_RJ,tech,159.99,45.2
2017-07-10,RS,HUB_SaoPaulo,other,99.99,17.95
2017-10-23,SP,HUB_SaoPaulo,beauty_health,174.9,20.1
2018-02-26,RS,HUB_MG_RJ,other,178.9,26.53
2018-06-11,MG,HUB_MG_RJ,beauty_health,694.65,22.96
2018-07-23,SP,HUB_SaoPaulo,other,119.9,9.59
2017-11-27,MG,HUB_SaoPaulo,tech,39.95,15.1
2017-07-10,SP,HUB_SaoPaulo,other,258.9,43.47
2017-11-13,SP,HUB_SaoPaulo,home,49.9,11.85
2018-05-07,SP,HUB_SaoPaulo,tech,26.9,8.29
2017-06-12,RJ,HUB_SaoPaulo,tech,19.99,14.1
2018-07-30,BA,HUB_MG_RJ,other,64.99,22.39
2018-04-09,MG,HUB_SaoPaulo,home,141.57,49.14
2018-03-12,SP,HUB_SaoPaulo,home,70.9,13.86
2017-07-10,MG,HUB_SaoPaulo,tech,99.9,21.19
2017-11-27,RJ,HUB_SaoPaulo,home,22.66,14.24
2017-11-27,RJ,HUB_SaoPaulo,home,22.66,14.24
2017-11-27,RJ,HUB_SaoPaulo,home,22.66,14.24
2018-02-26,RJ,HUB_SaoPaulo,other,269.9,22.73
2018-06-11,SP,HUB_SaoPaulo,other,102.0,10.02
2018-05-28,MG,HUB_South,other,135.0,27.68
2018-07-09,BA,HUB_SaoPaulo,home,99.18,23.84
2018-01-22,SC,HUB_MG_RJ,beauty_health,339.0,18.81
2017-03-20,RJ,HUB_South,tech,85.0,17.59
2018-04-16,MG,HUB_SaoPaulo,other,35.0,18.23
2017-08-14,RJ,HUB_SaoPaulo,other,106.99,53.35
2018-02-05,PR,HUB_South,tech,99.99,14.43
2018-04-30,SP,HUB_SaoPaulo,beauty_health,750.0,15.87
2018-01-29,PR,HUB_SaoPaulo,other,116.9,16.58
2018-01-08,SP,HUB_SaoPaulo,other,239.99,17.31
2017-11-06,SP,HUB_SaoPaulo,home,299.0,18.8
2018-02-19,MG,HUB_MG_RJ,home,67.7,35.53
2017-11-20,SP,HUB_SaoPaulo,beauty_health,58.99,13.43
2017-09-11,SP,HUB_South,other,64.9,15.21
2017-05-22,SP,HUB_SaoPaulo,home,19.5,11.85
2017-04-24,MG,HUB_SaoPaulo,other,189.9,16.54
2018-02-26,SP,HUB_SaoPaulo,tech,204.0,14.45
2018-01-15,MG,HUB_SaoPaulo,beauty_health,59.99,15.18
2018-03-19,SP,HUB_SaoPaulo,tech,1649.89,22.17
2017-10-23,SP,HUB_SaoPaulo,other,339.0,10.57
2018-01-29,BA,HUB_SaoPaulo,home,58.9,23.79
2017-07-10,MG,HUB_South,other,69.9,25.77
2018-01-01,SP,HUB_MG_RJ,beauty_health,22.5,15.1
2017-05-01,PR,HUB_SaoPaulo,home,28.5,15.56
2017-04-17,SC,HUB_SaoPaulo,home,84.0,14.76
2018-07-30,SP,HUB_SaoPaulo,beauty_health,109.22,9.52
2017-11-20,PR,HUB_SaoPaulo,tech,19.9,15.1
2017-08-21,RJ,HUB_SaoPaulo,home,67.89,19.72
2017-03-27,SP,HUB_SaoPaulo,home,52.0,10.97
2018-02-05,RJ,HUB_SaoPaulo,tech,59.0,11.91
2017-11-27,MG,HUB_SaoPaulo,home,49.95,15.1
2018-03-19,SP,HUB_SaoPaulo,other,29.99,8.64
2018-03-19,SP,HUB_SaoPaulo,other,29.99,8.64
2018-03-19,SP,HUB_SaoPaulo,other,29.99,8.64
2018-03-19,SP,HUB_SaoPaulo,other,29.99,8.64
2018-05-28,SP,HUB_SaoPaulo,beauty_health,56.0,11.15
2017-04-17,SP,HUB_SaoPaulo,beauty_health,151.74,10.05
2018-07-23,MG,HUB_SaoPaulo,tech,154.9,19.18
2018-02-05,DF,HUB_South,tech,99.99,29.1
2018-03-12,MG,HUB_SaoPaulo,tech,180.0,19.14
2017-08-14,SP,HUB_SaoPaulo,home,32.19,9.34
2018-01-15,SP,HUB_SaoPaulo,home,282.3,19.87
2018-01-15,SP,HUB_SaoPaulo,home,282.3,19.87
2017-09-04,SP,HUB_SaoPaulo,home,99.9,9.55
2017-09-04,SP,HUB_SaoPaulo,home,199.9,19.11
2017-09-04,SP,HUB_SaoPaulo,home,199.9,19.11
2017-01-23,PR,HUB_SaoPaulo,home,79.9,20.74
2018-07-30,SP,HUB_SaoPaulo,beauty_health,79.9,24.17
2018-06-18,SP,HUB_SaoPaulo,beauty_health,35.0,7.51
2017-06-12,RS,HUB_South,other,44.9,16.11
2017-07-31,SP,HUB_SaoPaulo,home,25.99,15.23
2017-07-31,SP,HUB_SaoPaulo,home,25.99,7.61
2017-07-31,SP,HUB_SaoPaulo,home,25.99,15.23
2017-08-21,SP,HUB_SaoPaulo,home,195.99,19.26
2017-10-23,SP,HUB_SaoPaulo,home,54.9,13.4
2017-06-05,SP,HUB_SaoPaulo,beauty_health,39.99,11.85
2018-01-29,SP,HUB_SaoPaulo,beauty_health,38.97,12.69
2017-03-06,RJ,HUB_SaoPaulo,tech,65.0,14.57
2017-03-06,RJ,HUB_SaoPaulo,tech,45.0,14.57
2018-02-12,BA,HUB_SaoPaulo,tech,54.9,15.82
2018-02-12,BA,HUB_SaoPaulo,tech,54.9,15.82
2017-09-11,SC,HUB_SaoPaulo,home,8.9,15.1
2017-09-11,SP,HUB_SaoPaulo,home,55.0,11.89
2018-02-12,SP,HUB_SaoPaulo,other,34.9,11.85
2018-01-22,SP,HUB_SaoPaulo,home,49.9,13.37
2018-08-13,RJ,HUB_SaoPaulo,home,89.9,19.82
2018-06-11,MG,HUB_SaoPaulo,home,39.9,23.08
2018-07-09,RJ,HUB_South,tech,24.9,22.1
2017-04-24,MG,HUB_SaoPaulo,other,165.1,15.92
2017-08-07,RJ,HUB_MG_RJ,other,499.99,18.57
2018-03-26,PR,HUB_SaoPaulo,tech,550.0,21.73
2018-08-13,RS,HUB_SaoPaulo,other,384.99,59.18
2017-11-27,RJ,HUB_SaoPaulo,tech,108.9,14.51
2018-05-14,SP,HUB_SaoPaulo,beauty_health,52.0,10.12
2017-11-20,SP,HUB_SaoPaulo,home,49.0,13.41
2017-10-23,RJ,HUB_South,other,46.9,17.92
2017-05-01,MG,HUB_SaoPaulo,other,64.99,14.52
2018-07-02,MG,HUB_SaoPaulo,other,109.9,19.96
2018-04-30,SP,HUB_SaoPaulo,other,199.99,12.02
2017-11-20,SP,HUB_MG_RJ,beauty_health,129.99,15.67
2017-11-27,SP,HUB_SaoPaulo,home,52.11,7.78
2017-11-27,SP,HUB_SaoPaulo,home,52.11,7.78
2018-06-04,RJ,HUB_SaoPaulo,tech,45.0,15.23
2018-02-26,SP,HUB_SaoPaulo,other,28.0,9.34
2017-02-13,BA,HUB_SaoPaulo,tech,75.0,20.98
2018-01-29,RJ,HUB_SaoPaulo,tech,29.99,14.1
2017-05-22,BA,HUB_SaoPaulo,beauty_health,98.0,18.26
2018-07-16,RJ,HUB_MG_RJ,beauty_health,39.9,7.7
2017-07-17,MG,HUB_SaoPaulo,tech,55.0,15.14
2017-07-31,SP,HUB_SaoPaulo,other,44.9,7.78
2018-01-22,MG,HUB_MG_RJ,home,99.9,15.45
2017-07-24,SP,HUB_SaoPaulo,home,85.82,16.23
2017-03-13,SP,HUB_SaoPaulo,tech,49.99,10.96
2017-07-03,SP,HUB_SaoPaulo,home,34.9,9.34
2017-11-06,SP,HUB_SaoPaulo,tech,24.99,7.78
2018-03-19,SP,HUB_SaoPaulo,home,69.9,12.43
2017-06-05,PR,HUB_MG_RJ,other,133.9,18.19
2018-05-07,MG,HUB_SaoPaulo,home,40.0,22.93
2018-05-07,MG,HUB_SaoPaulo,home,40.0,22.93
2018-06-18,SP,HUB_SaoPaulo,tech,78.0,7.81
2018-05-14,SP,HUB_SaoPaulo,home,129.89,9.26
2018-01-22,SP,HUB_SaoPaulo,other,29.99,9.09
2017-07-03,SP,HUB_SaoPaulo,other,169.0,8.44
2017-12-11,RJ,HUB_SaoPaulo,tech,35.0,6.31
2017-12-11,RJ,HUB_MG_RJ,tech,80.0,15.76
2018-06-25,PR,HUB_South,tech,298.5,20.19
2017-07-03,RJ,HUB_SaoPaulo,home,54.9,19.87
2018-01-15,SP,HUB_SaoPaulo,other,25.9,12.69
2018-04-23,SP,HUB_South,tech,139.8,15.06
2017-06-12,SP,HUB_SaoPaulo,home,59.9,13.44
2018-01-08,SP,HUB_South,home,69.2,20.97
2017-03-20,RS,HUB_SaoPaulo,other,59.9,19.01
2018-03-05,SP,HUB_SaoPaulo,beauty_health,414.62,20.82
2018-05-14,SP,HUB_SaoPaulo,other,649.0,15.17
2017-11-27,PR,HUB_SaoPaulo,home,55.2,48.92
2018-02-12,SP,HUB_SaoPaulo,other,269.0,20.76
2017-05-15,RJ,HUB_SaoPaulo,beauty_health,39.9,14.1
2018-06-18,RJ,HUB_South,other,152.42,48.12
2018-02-19,BA,HUB_SaoPaulo,other,229.99,74.33
2018-02-19,SP,HUB_SaoPaulo,home,19.9,8.72
2018-02-26,RJ,HUB_MG_RJ,home,69.9,17.74
2017-06-05,SP,HUB_SaoPaulo,other,110.0,8.96
2018-08-13,SP,HUB_SaoPaulo,home,83.81,15.89
2018-01-01,SP,HUB_SaoPaulo,other,389.9,11.54
2018-03-26,SP,HUB_SaoPaulo,beauty_health,79.99,8.91
2017-03-20,SP,HUB_MG_RJ,home,249.9,34.03
2018-04-16,SP,HUB_SaoPaulo,other,27.9,7.87
2018-04-16,SP,HUB_SaoPaulo,other,27.9,7.87
2017-07-24,SP,HUB_SaoPaulo,beauty_health,65.0,11.73
2018-03-19,SP,HUB_SaoPaulo,other,65.0,13.81
2018-03-19,SP,HUB_SaoPaulo,other,65.0,13.81
2018-03-19,SP,HUB_SaoPaulo,other,65.0,13.81
2018-03-19,SP,HUB_SaoPaulo,other,65.0,13.81
2017-10-02,RJ,HUB_MG_RJ,home,189.9,20.47
2017-10-02,RJ,HUB_SaoPaulo,home,159.0,25.58
2017-09-11,RJ,HUB_SaoPaulo,home,59.9,17.67
2017-10-02,SP,HUB_SaoPaulo,other,19.0,7.78
2017-08-28,RS,HUB_MG_RJ,beauty_health,299.9,19.67
2018-07-02,SP,HUB_SaoPaulo,tech,22.49,7.42
2018-05-28,RS,HUB_South,other,299.0,19.97
2018-05-28,RS,HUB_South,other,299.0,19.97
2017-08-14,SC,HUB_South,tech,52.9,12.62
2018-04-16,SP,HUB_SaoPaulo,other,149.94,17.82
2018-05-21,RS,HUB_South,other,189.9,15.41
2017-09-25,SC,HUB_MG_RJ,tech,29.9,16.79
2017-07-31,SP,HUB_South,tech,9.9,15.1
2018-05-07,SP,HUB_SaoPaulo,tech,45.0,7.39
2017-02-20,SP,HUB_SaoPaulo,home,252.0,28.95
2018-02-26,PR,HUB_SaoPaulo,other,119.8,27.16
2018-07-30,SP,HUB_SaoPaulo,home,57.0,8.14
2018-01-01,SP,HUB_SaoPaulo,tech,24.5,11.85
2018-07-16,MG,HUB_SaoPaulo,other,84.99,18.7
2018-06-18,MG,HUB_SaoPaulo,tech,49.0,13.0
2018-05-21,SP,HUB_SaoPaulo,other,33.49,7.87
2018-06-04,SP,HUB_SaoPaulo,other,39.99,7.71
2017-02-27,RJ,HUB_SaoPaulo,beauty_health,326.66,17.05
2018-02-19,DF,HUB_SaoPaulo,other,104.9,16.49
2018-06-11,RJ,HUB_South,other,149.99,64.42
2018-06-18,SP,HUB_MG_RJ,home,128.9,26.27
2017-04-17,SP,HUB_MG_RJ,other,363.0,16.71
2018-03-26,SP,HUB_SaoPaulo,tech,59.0,7.39
2018-01-15,SC,HUB_SaoPaulo,beauty_health,109.9,21.26
2017-07-24,SP,HUB_SaoPaulo,home,29.9,9.34
2017-09-11,RS,HUB_SaoPaulo,beauty_health,124.9,18.12
2017-05-08,SP,HUB_SaoPaulo,other,59.9,11.92
2018-06-18,SP,HUB_SaoPaulo,home,75.0,15.83
2017-07-31,RS,HUB_SaoPaulo,home,29.9,15.1
2018-01-29,RJ,HUB_SaoPaulo,tech,333.99,28.66
2018-03-05,SP,HUB_SaoPaulo,tech,29.99,9.42
2018-03-19,SP,HUB_SaoPaulo,home,85.5,13.04
2017-11-13,SP,HUB_SaoPaulo,home,56.99,12.74
2018-06-11,MG,HUB_SaoPaulo,other,320.0,20.34
2018-01-29,SP,HUB_SaoPaulo,home,24.9,17.45
2018-01-29,SP,HUB_SaoPaulo,home,19.9,3.49
2017-08-21,SP,HUB_SaoPaulo,other,198.0,13.73
2017-08-21,SP,HUB_SaoPaulo,other,198.0,13.73
2017-08-21,SP,HUB_SaoPaulo,other,198.0,13.73
2017-05-29,SP,HUB_SaoPaulo,other,257.57,18.51
2017-08-28,MG,HUB_SaoPaulo,beauty_health,23.99,14.1
2017-05-01,MG,HUB_SaoPaulo,home,225.0,15.74
2018-01-15,SP,HUB_SaoPaulo,home,39.99,11.85
2017-12-04,SP,HUB_SaoPaulo,beauty_health,98.99,16.32
2017-11-06,SP,HUB_SaoPaulo,tech,89.9,8.37
2017-03-20,RS,HUB_SaoPaulo,beauty_health,49.99,16.05
2018-04-02,RJ,HUB_SaoPaulo,other,139.4,27.74
2018-06-04,SP,HUB_SaoPaulo,beauty_health,147.99,9.33
2018-01-08,MG,HUB_SaoPaulo,home,115.0,15.56
2017-10-09,PR,HUB_SaoPaulo,tech,188.0,16.07
2018-07-09,PR,HUB_SaoPaulo,other,209.99,24.23
2018-03-26,RJ,HUB_SaoPaulo,home,29.9,8.47
2018-07-30,SP,HUB_SaoPaulo,beauty_health,69.9,8.65
2018-01-08,SP,HUB_SaoPaulo,tech,39.99,11.85
2018-04-23,SC,HUB_SaoPaulo,beauty_health,2699.0,306.06
2017-11-20,SC,HUB_SaoPaulo,tech,7.0,15.1
2017-11-20,SC,HUB_SaoPaulo,tech,7.0,15.1
2017-11-20,SC,HUB_SaoPaulo,tech,7.0,15.1
2018-08-13,RS,HUB_SaoPaulo,other,80.9,18.67
2018-01-08,SP,HUB_SaoPaulo,other,99.9,17.41
2018-05-07,SP,HUB_SaoPaulo,beauty_health,35.9,13.71
2018-05-07,SP,HUB_SaoPaulo,beauty_health,35.9,13.71
2018-01-29,RJ,HUB_SaoPaulo,tech,132.97,15.68
2018-01-29,RS,HUB_SaoPaulo,tech,24.99,14.1
2017-05-01,RJ,HUB_SaoPaulo,beauty_health,8.2,14.11
2018-08-13,BA,HUB_SaoPaulo,tech,98.0,22.62
2018-05-14,SP,HUB_SaoPaulo,other,49.9,12.79
2017-04-24,SP,HUB_SaoPaulo,other,99.99,9.69
2018-01-15,BA,HUB_SaoPaulo,other,89.99,29.15
2018-07-30,SP,HUB_SaoPaulo,home,32.0,8.38
2017-06-12,SP,HUB_SaoPaulo,beauty_health,367.52,14.91
2018-04-23,SP,HUB_SaoPaulo,tech,99.9,0.0
2018-04-30,RJ,HUB_SaoPaulo,other,109.0,89.21
2017-05-15,SC,HUB_SaoPaulo,home,152.9,53.67
2018-03-19,MG,HUB_SaoPaulo,home,43.2,18.23
2018-04-30,MG,HUB_SaoPaulo,other,156.0,18.97
2017-12-18,SP,HUB_SaoPaulo,home,99.9,13.22
2017-12-18,SP,HUB_SaoPaulo,home,55.99,13.22
2017-10-30,SP,HUB_South,other,32.6,15.1
2017-10-30,SP,HUB_South,other,32.6,15.1
2017-11-20,SP,HUB_SaoPaulo,other,69.99,9.34
2017-06-05,SP,HUB_SaoPaulo,home,26.0,9.34
2017-03-27,MG,HUB_SaoPaulo,tech,17.99,14.52
2017-03-06,SP,HUB_SaoPaulo,tech,39.0,8.72
2018-07-30,SP,HUB_South,beauty_health,527.9,21.8
2017-11-20,DF,HUB_SaoPaulo,other,250.0,50.49
2017-08-21,SP,HUB_SaoPaulo,other,45.9,8.72
2017-09-11,SP,HUB_MG_RJ,home,209.9,16.22
2017-11-20,MG,HUB_SaoPaulo,tech,170.0,21.68
2018-02-05,SP,HUB_SaoPaulo,other,180.49,9.01
2018-08-06,PR,HUB_SaoPaulo,other,111.0,27.08
2017-08-07,RJ,HUB_SaoPaulo,home,93.99,15.42
2018-08-13,SP,HUB_SaoPaulo,home,219.9,26.52
2018-04-02,SP,HUB_SaoPaulo,tech,49.9,8.82
2017-08-28,SP,HUB_SaoPaulo,home,39.49,12.69
2017-10-23,SP,HUB_MG_RJ,other,49.0,15.11
2018-06-18,PR,HUB_SaoPaulo,other,104.99,23.54
2018-02-19,MG,HUB_South,home,204.0,69.58
2018-03-26,RJ,HUB_MG_RJ,beauty_health,119.9,9.75
2018-08-13,SP,HUB_SaoPaulo,other,80.49,8.72
2017-03-06,SP,HUB_SaoPaulo,home,46.99,11.74
2017-05-22,SP,HUB_SaoPaulo,home,69.9,12.83
2018-01-29,MG,HUB_SaoPaulo,tech,29.99,15.1
2017-01-30,MG,HUB_South,tech,398.0,18.49
2018-07-23,PR,HUB_South,home,149.0,24.26
2018-04-30,PR,HUB_SaoPaulo,home,40.9,15.23
2018-08-06,SP,HUB_SaoPaulo,beauty_health,65.0,7.72
2017-05-29,SP,HUB_SaoPaulo,home,179.0,12.46
2018-02-26,SP,HUB_SaoPaulo,other,139.99,14.0
2018-06-11,MG,HUB_South,beauty_health,380.97,24.6
2017-11-27,SP,HUB_SaoPaulo,beauty_health,13.99,11.85
2018-04-09,SP,HUB_SaoPaulo,home,113.85,14.89
2018-02-26,RJ,HUB_SaoPaulo,tech,99.9,14.45
2018-03-19,SP,HUB_SaoPaulo,other,129.9,20.25
2018-03-19,SP,HUB_SaoPaulo,other,129.9,20.25
2018-07-02,MG,HUB_MG_RJ,home,279.0,55.76
2018-07-23,RJ,HUB_SaoPaulo,home,78.0,27.53
2017-07-17,RJ,HUB_SaoPaulo,beauty_health,77.94,16.31
2017-10-02,MG,HUB_SaoPaulo,other,59.99,17.67
2018-03-26,SP,HUB_SaoPaulo,other,35.0,12.43
2018-06-25,RJ,HUB_SaoPaulo,other,159.98,45.11
2017-03-27,SP,HUB_MG_RJ,beauty_health,329.9,16.48
2017-09-25,SP,HUB_SaoPaulo,beauty_health,190.0,14.35
2017-04-17,SP,HUB_SaoPaulo,home,32.9,10.96
2018-07-23,RJ,HUB_SaoPaulo,beauty_health,110.32,18.87
2018-01-15,SP,HUB_South,other,99.9,15.46
2017-10-09,SP,HUB_MG_RJ,beauty_health,79.9,14.31
2018-01-01,SP,HUB_SaoPaulo,home,39.9,12.48
2018-01-01,SP,HUB_SaoPaulo,home,39.9,12.48
2018-01-01,SP,HUB_SaoPaulo,home,39.9,12.48
2018-01-01,SP,HUB_SaoPaulo,home,39.9,12.48
2018-01-01,SP,HUB_SaoPaulo,home,39.9,12.48
2018-01-01,SP,HUB_SaoPaulo,home,39.9,12.48
2018-05-14,SP,HUB_SaoPaulo,tech,195.9,8.56
2018-05-07,SC,HUB_SaoPaulo,tech,95.0,9.79
2017-02-27,SP,HUB_SaoPaulo,beauty_health,314.99,12.81
2017-11-13,MG,HUB_SaoPaulo,beauty_health,39.0,14.1
2017-12-04,SP,HUB_SaoPaulo,home,44.9,9.09
2017-10-30,MG,HUB_SaoPaulo,home,25.0,14.1
2017-10-02,SP,HUB_SaoPaulo,beauty_health,13.99,7.78
2018-03-12,SP,HUB_SaoPaulo,other,37.9,8.88
2018-03-12,SP,HUB_SaoPaulo,other,37.9,8.88
2018-04-09,SP,HUB_SaoPaulo,other,48.9,7.87
2017-10-09,MG,HUB_SaoPaulo,tech,19.9,15.1
2018-05-07,RJ,HUB_SaoPaulo,tech,12.25,15.23
2017-05-15,SP,HUB_MG_RJ,home,72.9,14.24
2018-04-02,SP,HUB_SaoPaulo,other,191.47,20.68
2017-11-06,MG,HUB_SaoPaulo,beauty_health,43.0,15.11
2018-05-14,SP,HUB_SaoPaulo,tech,14.99,12.79
2018-02-05,PR,HUB_South,tech,99.99,14.43
2017-11-13,RS,HUB_SaoPaulo,home,114.9,18.05
2017-12-18,SP,HUB_SaoPaulo,beauty_health,54.49,11.73
2017-09-11,SP,HUB_South,other,135.9,17.2
2018-03-05,SP,HUB_SaoPaulo,beauty_health,34.9,7.39
2017-11-20,RJ,HUB_SaoPaulo,home,26.1,15.1
2018-01-29,SP,HUB_SaoPaulo,tech,89.5,10.04
2018-07-23,PR,HUB_SaoPaulo,other,220.0,24.34
2017-09-18,PR,HUB_SaoPaulo,home,218.9,17.29
2017-05-22,SP,HUB_South,other,49.9,15.16
2018-04-09,SP,HUB_SaoPaulo,home,35.9,7.39
2018-08-06,BA,HUB_South,other,295.0,73.66
2018-02-12,PR,HUB_SaoPaulo,tech,21.9,15.1
2018-02-12,PR,HUB_SaoPaulo,tech,21.9,15.1
2018-02-12,PR,HUB_SaoPaulo,tech,21.9,15.1
2018-02-12,PR,HUB_SaoPaulo,tech,21.9,15.1
2018-03-19,SP,HUB_SaoPaulo,home,219.9,9.89
2018-04-30,SP,HUB_SaoPaulo,home,16.9,7.87
2018-02-19,SP,HUB_SaoPaulo,home,24.99,7.78
2018-06-11,RJ,HUB_South,other,33.5,22.16
2018-06-11,RJ,HUB_South,other,33.5,22.16
2018-06-11,RJ,HUB_South,other,33.5,22.16
2018-06-11,RJ,HUB_South,other,33.5,22.16
2018-04-09,SP,HUB_South,other,38.4,22.93
2018-06-04,RJ,HUB_SaoPaulo,other,139.99,18.86
2018-03-26,SP,HUB_SaoPaulo,other,42.9,13.71
2018-07-23,SP,HUB_MG_RJ,home,118.13,20.02
2017-12-11,SP,HUB_SaoPaulo,beauty_health,58.99,11.73
2018-03-26,SP,HUB_SaoPaulo,beauty_health,22.9,7.39
2017-05-29,RS,HUB_SaoPaulo,other,28.99,14.1
2018-02-26,RJ,HUB_South,tech,19.9,16.79
2018-06-04,SP,HUB_MG_RJ,other,59.99,18.0
2018-07-30,SP,HUB_SaoPaulo,home,39.99,12.94
2018-03-12,SP,HUB_SaoPaulo,tech,39.9,8.88
2017-07-10,SP,HUB_SaoPaulo,tech,199.0,18.13
2018-06-11,MG,HUB_SaoPaulo,home,119.85,18.94
2017-05-29,SP,HUB_SaoPaulo,other,17.33,11.85
2017-12-04,SP,HUB_SaoPaulo,home,53.5,11.87
2018-06-18,SP,HUB_South,beauty_health,129.9,16.22
2018-06-18,SP,HUB_SaoPaulo,beauty_health,109.9,16.22
2018-07-30,SP,HUB_SaoPaulo,other,26.9,7.45
2017-03-06,SP,HUB_MG_RJ,home,39.9,15.56
2018-03-05,BA,HUB_South,other,99.9,186.01
2018-07-30,PR,HUB_SaoPaulo,other,109.9,18.87
2018-02-12,DF,HUB_MG_RJ,other,48.9,16.11
2018-02-12,DF,HUB_MG_RJ,other,48.9,16.11
2017-11-06,MG,HUB_SaoPaulo,other,85.9,21.09
2017-11-06,MG,HUB_SaoPaulo,other,85.9,21.09
2018-06-11,SP,HUB_MG_RJ,home,1377.5,90.95
2017-06-05,SP,HUB_SaoPaulo,home,34.9,11.85
2018-07-30,DF,HUB_SaoPaulo,home,99.9,34.46
2017-10-30,SP,HUB_SaoPaulo,home,89.9,16.26
2017-11-20,SP,HUB_SaoPaulo,other,117.3,14.43
2018-04-16,RJ,HUB_SaoPaulo,beauty_health,13.99,15.23
2018-04-16,RJ,HUB_SaoPaulo,beauty_health,13.99,15.23
2018-04-16,RJ,HUB_SaoPaulo,beauty_health,13.99,15.23
2018-04-02,SP,HUB_SaoPaulo,home,154.0,12.98
2017-11-20,SP,HUB_SaoPaulo,home,76.9,9.35
2018-02-26,SP,HUB_South,tech,74.9,13.93
2018-02-26,SP,HUB_South,tech,67.9,11.33
2018-04-23,RJ,HUB_SaoPaulo,other,67.88,19.45
2017-10-02,MG,HUB_MG_RJ,home,110.0,40.1
2018-04-23,DF,HUB_SaoPaulo,tech,115.0,18.69
2018-04-23,RS,HUB_SaoPaulo,home,48.0,19.32
2018-07-23,SP,HUB_South,home,7.5,18.23
2017-05-22,PR,HUB_SaoPaulo,tech,18.99,15.1
2018-06-04,SP,HUB_SaoPaulo,home,99.0,12.6
2018-05-21,SP,HUB_SaoPaulo,home,43.99,13.71
2018-05-14,RS,HUB_SaoPaulo,home,80.0,18.44
2017-05-15,RJ,HUB_SaoPaulo,home,126.99,21.73
2018-01-22,BA,HUB_SaoPaulo,tech,13.65,16.79
2017-02-27,SP,HUB_SaoPaulo,other,40.0,10.96
2017-11-06,SP,HUB_SaoPaulo,tech,18.9,7.78
2018-07-09,SP,HUB_South,beauty_health,35.9,13.59
2018-08-06,RJ,HUB_South,home,61.9,27.38
2018-08-13,MG,HUB_SaoPaulo,other,108.9,23.56
2018-07-02,BA,HUB_MG_RJ,tech,22.32,17.09
2017-12-04,SP,HUB_SaoPaulo,home,10.9,11.85
2018-08-06,RS,HUB_South,tech,269.9,11.02
2018-07-30,SP,HUB_SaoPaulo,home,84.9,14.9
2017-07-10,MG,HUB_SaoPaulo,home,99.99,36.36
2017-07-10,MG,HUB_SaoPaulo,home,99.99,36.36
2017-10-23,SP,HUB_SaoPaulo,other,29.0,7.78
2017-11-20,MG,HUB_MG_RJ,home,35.97,12.48
2018-05-07,SP,HUB_SaoPaulo,home,184.1,15.38
2018-05-07,PR,HUB_MG_RJ,beauty_health,119.9,13.86
2017-08-07,MG,HUB_MG_RJ,other,94.9,14.39
2018-03-12,RJ,HUB_MG_RJ,tech,129.0,7.93
2018-04-02,SP,HUB_SaoPaulo,tech,154.9,7.95
2017-11-20,SP,HUB_SaoPaulo,home,117.99,16.46
2017-05-29,RJ,HUB_SaoPaulo,home,76.9,15.29
2018-03-19,SP,HUB_SaoPaulo,home,55.5,11.86
2018-08-06,SP,HUB_SaoPaulo,beauty_health,49.9,9.1
2018-04-02,SP,HUB_South,other,14.0,14.43
2018-06-11,SP,HUB_SaoPaulo,tech,55.0,16.27
2018-06-11,SP,HUB_SaoPaulo,tech,44.0,3.26
2018-06-11,SP,HUB_SaoPaulo,tech,44.0,3.26
2018-04-23,SC,HUB_SaoPaulo,tech,99.9,0.0
2018-01-22,MG,HUB_MG_RJ,home,39.9,15.1
2018-03-12,RS,HUB_SaoPaulo,tech,174.9,36.35
2018-06-04,SP,HUB_SaoPaulo,beauty_health,13.99,7.39
2018-04-23,SP,HUB_South,other,94.9,19.63
2017-04-24,BA,HUB_MG_RJ,tech,39.9,17.35
