week,customer_state,product_group,demand
2017-07-17,RS,home,25
2017-07-17,RS,beauty_health,8
2017-07-17,RS,tech,10
2017-07-17,RS,other,17
2017-07-17,PR,home,19
2017-07-17,PR,beauty_health,7
2017-07-17,PR,tech,4
2017-07-17,PR,other,24
2017-07-17,SC,home,9
2017-07-17,SC,beauty_health,1
2017-07-17,SC,tech,13
2017-07-17,SC,other,9
2017-07-17,BA,home,12
2017-07-17,BA,beauty_health,8
2017-07-17,BA,tech,9
2017-07-17,BA,other,16
2017-07-17,DF,home,12
2017-07-17,DF,beauty_health,5
2017-07-17,DF,tech,6
2017-07-17,DF,other,6
2017-07-24,SP,home,142
2017-07-24,SP,beauty_health,38
2017-07-24,SP,tech,58
2017-07-24,SP,other,153
2017-07-24,RJ,home,46
2017-07-24,RJ,beauty_health,14
2017-07-24,RJ,tech,34
2017-07-24,RJ,other,48
2017-07-24,MG,home,35
2017-07-24,MG,beauty_health,13
2017-07-24,MG,tech,21
2017-07-24,MG,other,38
2017-07-24,RS,home,17
2017-07-24,RS,beauty_health,10
2017-07-24,RS,tech,11
2017-07-24,RS,other,23
2017-07-24,PR,home,21
2017-07-24,PR,beauty_health,2
2017-07-24,PR,tech,14
2017-07-24,PR,other,20
2017-07-24,SC,home,20
2017-07-24,SC,beauty_health,3
2017-07-24,SC,tech,9
2017-07-24,SC,other,15
2017-07-24,BA,home,9
2017-07-24,BA,beauty_health,2
2017-07-24,BA,tech,8
2017-07-24,BA,other,14
2017-07-24,DF,home,4
2017-07-24,DF,beauty_health,4
2017-07-24,DF,tech,0
2017-07-24,DF,other,5
2017-07-31,SP,home,146
2017-07-31,SP,beauty_health,41
2017-07-31,SP,tech,91
2017-07-31,SP,other,135
2017-07-31,RJ,home,52
2017-07-31,RJ,beauty_health,15
2017-07-31,RJ,tech,28
2017-07-31,RJ,other,48
2017-07-31,MG,home,31
2017-07-31,MG,beauty_health,14
2017-07-31,MG,tech,13
2017-07-31,MG,other,49
2017-07-31,RS,home,29
2017-07-31,RS,beauty_health,9
2017-07-31,RS,tech,17
2017-07-31,RS,other,22
2017-07-31,PR,home,16
2017-07-31,PR,beauty_health,8
2017-07-31,PR,tech,11
2017-07-31,PR,other,23
2017-07-31,SC,home,11
2017-07-31,SC,beauty_health,3
2017-07-31,SC,tech,9
2017-07-31,SC,other,20
2017-07-31,BA,home,15
2017-07-31,BA,beauty_health,2
2017-07-31,BA,tech,5
2017-07-31,BA,other,11
2017-07-31,DF,home,8
2017-07-31,DF,beauty_health,1
2017-07-31,DF,tech,4
2017-07-31,DF,other,11
2017-08-07,SP,home,144
2017-08-07,SP,beauty_health,45
2017-08-07,SP,tech,66
2017-08-07,SP,other,138
2017-08-07,RJ,home,51
2017-08-07,RJ,beauty_health,12
2017-08-07,RJ,tech,18
2017-08-07,RJ,other,60
2017-08-07,MG,home,54
2017-08-07,MG,beauty_health,14
2017-08-07,MG,tech,16
2017-08-07,MG,other,50
2017-08-07,RS,home,27
2017-08-07,RS,beauty_health,4
2017-08-07,RS,tech,14
2017-08-07,RS,other,26
2017-08-07,PR,home,17
2017-08-07,PR,beauty_health,6
2017-08-07,PR,tech,15
2017-08-07,PR,other,22
2017-08-07,SC,home,11
2017-08-07,SC,beauty_health,3
2017-08-07,SC,tech,7
2017-08-07,SC,other,12
2017-08-07,BA,home,11
2017-08-07,BA,beauty_health,3
2017-08-07,BA,tech,7
2017-08-07,BA,other,9
2017-08-07,DF,home,3
2017-08-07,DF,beauty_health,4
2017-08-07,DF,tech,3
2017-08-07,DF,other,11
2017-08-14,SP,home,187
2017-08-14,SP,beauty_health,58
2017-08-14,SP,tech,87
2017-08-14,SP,other,144
2017-08-14,RJ,home,60
2017-08-14,RJ,beauty_health,10
2017-08-14,RJ,tech,19
2017-08-14,RJ,other,44
2017-08-14,MG,home,29
2017-08-14,MG,beauty_health,14
2017-08-14,MG,tech,24
2017-08-14,MG,other,57
2017-08-14,RS,home,29
2017-08-14,RS,beauty_health,9
2017-08-14,RS,tech,11
2017-08-14,RS,other,19
2017-08-14,PR,home,10
2017-08-14,PR,beauty_health,6
2017-08-14,PR,tech,10
2017-08-14,PR,other,18
2017-08-14,SC,home,15
2017-08-14,SC,beauty_health,6
2017-08-14,SC,tech,4
2017-08-14,SC,other,15
2017-08-14,BA,home,10
2017-08-14,BA,beauty_health,8
2017-08-14,BA,tech,5
2017-08-14,BA,other,18
2017-08-14,DF,home,8
2017-08-14,DF,beauty_health,2
2017-08-14,DF,tech,1
2017-08-14,DF,other,8
2017-08-21,SP,home,146
2017-08-21,SP,beauty_health,49
2017-08-21,SP,tech,80
2017-08-21,SP,other,148
2017-08-21,RJ,home,41
2017-08-21,RJ,beauty_health,26
2017-08-21,RJ,tech,16
2017-08-21,RJ,other,31
2017-08-21,MG,home,28
2017-08-21,MG,beauty_health,16
2017-08-21,MG,tech,16
2017-08-21,MG,other,39
2017-08-21,RS,home,24
2017-08-21,RS,beauty_health,5
2017-08-21,RS,tech,18
2017-08-21,RS,other,29
2017-08-21,PR,home,10
2017-08-21,PR,beauty_health,10
2017-08-21,PR,tech,13
2017-08-21,PR,other,21
2017-08-21,SC,home,19
2017-08-21,SC,beauty_health,3
2017-08-21,SC,tech,6
2017-08-21,SC,other,6
2017-08-21,BA,home,11
2017-08-21,BA,beauty_health,4
2017-08-21,BA,tech,9
2017-08-21,BA,other,12
2017-08-21,DF,home,4
2017-08-21,DF,beauty_health,3
2017-08-21,DF,tech,5
2017-08-21,DF,other,10
2017-08-28,SP,home,146
2017-08-28,SP,beauty_health,52
2017-08-28,SP,tech,58
2017-08-28,SP,other,139
2017-08-28,RJ,home,62
2017-08-28,RJ,beauty_health,19
2017-08-28,RJ,tech,26
2017-08-28,RJ,other,46
2017-08-28,MG,home,40
2017-08-28,MG,beauty_health,25
2017-08-28,MG,tech,19
2017-08-28,MG,other,38
2017-08-28,RS,home,24
2017-08-28,RS,beauty_health,8
2017-08-28,RS,tech,17
2017-08-28,RS,other,16
2017-08-28,PR,home,21
2017-08-28,PR,beauty_health,4
2017-08-28,PR,tech,9
2017-08-28,PR,other,22
2017-08-28,SC,home,9
2017-08-28,SC,beauty_health,6
2017-08-28,SC,tech,7
2017-08-28,SC,other,15
2017-08-28,BA,home,13
2017-08-28,BA,beauty_health,9
2017-08-28,BA,tech,12
2017-08-28,BA,other,5
2017-08-28,DF,home,10
2017-08-28,DF,beauty_health,1
2017-08-28,DF,tech,5
2017-08-28,DF,other,9
2017-09-04,SP,home,113
2017-09-04,SP,beauty_health,55
2017-09-04,SP,tech,70
2017-09-04,SP,other,127
2017-09-04,RJ,home,45
2017-09-04,RJ,beauty_health,19
2017-09-04,RJ,tech,27
2017-09-04,RJ,other,39
2017-09-04,MG,home,36
2017-09-04,MG,beauty_health,13
2017-09-04,MG,tech,14
2017-09-04,MG,other,40
2017-09-04,RS,home,20
2017-09-04,RS,beauty_health,7
2017-09-04,RS,tech,13
2017-09-04,RS,other,9
2017-09-04,PR,home,8
2017-09-04,PR,beauty_health,10
2017-09-04,PR,tech,6
2017-09-04,PR,other,15
2017-09-04,SC,home,9
2017-09-04,SC,beauty_health,9
2017-09-04,SC,tech,5
2017-09-04,SC,other,16
2017-09-04,BA,home,12
2017-09-04,BA,beauty_health,5
2017-09-04,BA,tech,4
2017-09-04,BA,other,18
2017-09-04,DF,home,5
2017-09-04,DF,beauty_health,3
2017-09-04,DF,tech,5
2017-09-04,DF,other,5
2017-09-11,SP,home,154
2017-09-11,SP,beauty_health,54
2017-09-11,SP,tech,68
2017-09-11,SP,other,149
2017-09-11,RJ,home,63
2017-09-11,RJ,beauty_health,29
2017-09-11,RJ,tech,32
2017-09-11,RJ,other,52
2017-09-11,MG,home,63
2017-09-11,MG,beauty_health,24
2017-09-11,MG,tech,23
2017-09-11,MG,other,57
2017-09-11,RS,home,37
2017-09-11,RS,beauty_health,14
2017-09-11,RS,tech,17
2017-09-11,RS,other,28
2017-09-11,PR,home,5
2017-09-11,PR,beauty_health,4
2017-09-11,PR,tech,8
2017-09-11,PR,other,22
2017-09-11,SC,home,17
2017-09-11,SC,beauty_health,9
2017-09-11,SC,tech,7
2017-09-11,SC,other,9
2017-09-11,BA,home,15
2017-09-11,BA,beauty_health,14
2017-09-11,BA,tech,10
2017-09-11,BA,other,20
2017-09-11,DF,home,12
2017-09-11,DF,beauty_health,7
2017-09-11,DF,tech,5
2017-09-11,DF,other,11
2017-09-18,SP,home,149
2017-09-18,SP,beauty_health,69
2017-09-18,SP,tech,54
2017-09-18,SP,other,165
2017-09-18,RJ,home,64
2017-09-18,RJ,beauty_health,20
2017-09-18,RJ,tech,30
2017-09-18,RJ,other,49
2017-09-18,MG,home,29
2017-09-18,MG,beauty_health,19
2017-09-18,MG,tech,13
2017-09-18,MG,other,51
2017-09-18,RS,home,24
2017-09-18,RS,beauty_health,7
2017-09-18,RS,tech,8
2017-09-18,RS,other,23
2017-09-18,PR,home,15
2017-09-18,PR,beauty_health,6
2017-09-18,PR,tech,13
2017-09-18,PR,other,21
2017-09-18,SC,home,16
2017-09-18,SC,beauty_health,6
2017-09-18,SC,tech,5
2017-09-18,SC,other,14
2017-09-18,BA,home,11
2017-09-18,BA,beauty_health,5
2017-09-18,BA,tech,4
2017-09-18,BA,other,14
2017-09-18,DF,home,4
2017-09-18,DF,beauty_health,0
2017-09-18,DF,tech,0
2017-09-18,DF,other,9
2017-09-25,SP,home,109
2017-09-25,SP,beauty_health,55
2017-09-25,SP,tech,70
2017-09-25,SP,other,156
2017-09-25,RJ,home,41
2017-09-25,RJ,beauty_health,16
2017-09-25,RJ,tech,34
2017-09-25,RJ,other,57
2017-09-25,MG,home,32
2017-09-25,MG,beauty_health,12
2017-09-25,MG,tech,21
2017-09-25,MG,other,56
2017-09-25,RS,home,18
2017-09-25,RS,beauty_health,8
2017-09-25,RS,tech,11
2017-09-25,RS,other,35
2017-09-25,PR,home,19
2017-09-25,PR,beauty_health,6
2017-09-25,PR,tech,10
2017-09-25,PR,other,18
2017-09-25,SC,home,13
2017-09-25,SC,beauty_health,3
2017-09-25,SC,tech,9
2017-09-25,SC,other,13
2017-09-25,BA,home,8
2017-09-25,BA,beauty_health,7
2017-09-25,BA,tech,8
2017-09-25,BA,other,14
2017-09-25,DF,home,7
2017-09-25,DF,beauty_health,5
2017-09-25,DF,tech,4
2017-09-25,DF,other,6
2017-10-02,SP,home,120
2017-10-02,SP,beauty_health,53
2017-10-02,SP,tech,82
2017-10-02,SP,other,171
2017-10-02,RJ,home,62
2017-10-02,RJ,beauty_health,14
2017-10-02,RJ,tech,26
2017-10-02,RJ,other,46
2017-10-02,MG,home,40
2017-10-02,MG,beauty_health,15
2017-10-02,MG,tech,18
2017-10-02,MG,other,65
2017-10-02,RS,home,19
2017-10-02,RS,beauty_health,10
2017-10-02,RS,tech,15
2017-10-02,RS,other,26
2017-10-02,PR,home,15
2017-10-02,PR,beauty_health,5
2017-10-02,PR,tech,5
2017-10-02,PR,other,13
2017-10-02,SC,home,15
2017-10-02,SC,beauty_health,1
2017-10-02,SC,tech,4
2017-10-02,SC,other,14
2017-10-02,BA,home,9
2017-10-02,BA,beauty_health,3
2017-10-02,BA,tech,10
2017-10-02,BA,other,13
2017-10-02,DF,home,2
2017-10-02,DF,beauty_health,4
2017-10-02,DF,tech,4
2017-10-02,DF,other,13
2017-10-09,SP,home,112
2017-10-09,SP,beauty_health,58
2017-10-09,SP,tech,80
2017-10-09,SP,other,154
2017-10-09,RJ,home,75
2017-10-09,RJ,beauty_health,21
2017-10-09,RJ,tech,31
2017-10-09,RJ,other,61
2017-10-09,MG,home,49
2017-10-09,MG,beauty_health,13
2017-10-09,MG,tech,35
2017-10-09,MG,other,56
2017-10-09,RS,home,26
2017-10-09,RS,beauty_health,7
2017-10-09,RS,tech,24
2017-10-09,RS,other,13
2017-10-09,PR,home,16
2017-10-09,PR,beauty_health,4
2017-10-09,PR,tech,7
2017-10-09,PR,other,22
2017-10-09,SC,home,14
2017-10-09,SC,beauty_health,7
2017-10-09,SC,tech,10
2017-10-09,SC,other,15
2017-10-09,BA,home,9
2017-10-09,BA,beauty_health,3
2017-10-09,BA,tech,12
2017-10-09,BA,other,19
2017-10-09,DF,home,5
2017-10-09,DF,beauty_health,0
2017-10-09,DF,tech,4
2017-10-09,DF,other,7
2017-10-16,SP,home,177
2017-10-16,SP,beauty_health,69
2017-10-16,SP,tech,110
2017-10-16,SP,other,178
2017-10-16,RJ,home,63
2017-10-16,RJ,beauty_health,34
2017-10-16,RJ,tech,34
2017-10-16,RJ,other,54
2017-10-16,MG,home,40
2017-10-16,MG,beauty_health,15
2017-10-16,MG,tech,31
2017-10-16,MG,other,44
2017-10-16,RS,home,24
2017-10-16,RS,beauty_health,9
2017-10-16,RS,tech,19
2017-10-16,RS,other,21
2017-10-16,PR,home,17
2017-10-16,PR,beauty_health,9
2017-10-16,PR,tech,13
2017-10-16,PR,other,21
2017-10-16,SC,home,8
2017-10-16,SC,beauty_health,4
2017-10-16,SC,tech,11
2017-10-16,SC,other,14
2017-10-16,BA,home,10
2017-10-16,BA,beauty_health,7
2017-10-16,BA,tech,8
2017-10-16,BA,other,14
2017-10-16,DF,home,5
2017-10-16,DF,beauty_health,1
2017-10-16,DF,tech,9
2017-10-16,DF,other,3
2017-10-23,SP,home,134
2017-10-23,SP,beauty_health,60
2017-10-23,SP,tech,77
2017-10-23,SP,other,152
2017-10-23,RJ,home,42
2017-10-23,RJ,beauty_health,16
2017-10-23,RJ,tech,33
2017-10-23,RJ,other,58
2017-10-23,MG,home,53
2017-10-23,MG,beauty_health,10
2017-10-23,MG,tech,29
2017-10-23,MG,other,46
2017-10-23,RS,home,18
2017-10-23,RS,beauty_health,10
2017-10-23,RS,tech,13
2017-10-23,RS,other,17
2017-10-23,PR,home,32
2017-10-23,PR,beauty_health,4
2017-10-23,PR,tech,4
2017-10-23,PR,other,12
2017-10-23,SC,home,20
2017-10-23,SC,beauty_health,10
2017-10-23,SC,tech,4
2017-10-23,SC,other,11
2017-10-23,BA,home,11
2017-10-23,BA,beauty_health,4
2017-10-23,BA,tech,3
2017-10-23,BA,other,13
2017-10-23,DF,home,7
2017-10-23,DF,beauty_health,4
2017-10-23,DF,tech,7
2017-10-23,DF,other,5
2017-10-30,SP,home,125
2017-10-30,SP,beauty_health,43
2017-10-30,SP,tech,78
2017-10-30,SP,other,149
2017-10-30,RJ,home,53
2017-10-30,RJ,beauty_health,12
2017-10-30,RJ,tech,21
2017-10-30,RJ,other,63
2017-10-30,MG,home,27
2017-10-30,MG,beauty_health,10
2017-10-30,MG,tech,22
2017-10-30,MG,other,37
2017-10-30,RS,home,17
2017-10-30,RS,beauty_health,5
2017-10-30,RS,tech,10
2017-10-30,RS,other,12
2017-10-30,PR,home,25
2017-10-30,PR,beauty_health,3
2017-10-30,PR,tech,13
2017-10-30,PR,other,14
2017-10-30,SC,home,14
2017-10-30,SC,beauty_health,7
2017-10-30,SC,tech,9
2017-10-30,SC,other,14
2017-10-30,BA,home,10
2017-10-30,BA,beauty_health,1
2017-10-30,BA,tech,15
2017-10-30,BA,other,5
2017-10-30,DF,home,12
2017-10-30,DF,beauty_health,2
2017-10-30,DF,tech,7
2017-10-30,DF,other,4
2017-11-06,SP,home,169
2017-11-06,SP,beauty_health,66
2017-11-06,SP,tech,123
2017-11-06,SP,other,173
2017-11-06,RJ,home,92
2017-11-06,RJ,beauty_health,13
2017-11-06,RJ,tech,26
2017-11-06,RJ,other,56
2017-11-06,MG,home,36
2017-11-06,MG,beauty_health,21
2017-11-06,MG,tech,35
2017-11-06,MG,other,56
2017-11-06,RS,home,27
2017-11-06,RS,beauty_health,12
2017-11-06,RS,tech,16
2017-11-06,RS,other,21
2017-11-06,PR,home,16
2017-11-06,PR,beauty_health,8
2017-11-06,PR,tech,11
2017-11-06,PR,other,21
2017-11-06,SC,home,15
2017-11-06,SC,beauty_health,5
2017-11-06,SC,tech,11
2017-11-06,SC,other,28
2017-11-06,BA,home,14
2017-11-06,BA,beauty_health,5
2017-11-06,BA,tech,8
2017-11-06,BA,other,11
2017-11-06,DF,home,5
2017-11-06,DF,beauty_health,1
2017-11-06,DF,tech,15
2017-11-06,DF,other,4
2017-11-13,SP,home,221
2017-11-13,SP,beauty_health,86
2017-11-13,SP,tech,103
2017-11-13,SP,other,198
2017-11-13,RJ,home,62
2017-11-13,RJ,beauty_health,16
2017-11-13,RJ,tech,40
2017-11-13,RJ,other,70
2017-11-13,MG,home,48
2017-11-13,MG,beauty_health,22
2017-11-13,MG,tech,25
2017-11-13,MG,other,59
2017-11-13,RS,home,30
2017-11-13,RS,beauty_health,13
2017-11-13,RS,tech,15
2017-11-13,RS,other,28
2017-11-13,PR,home,20
2017-11-13,PR,beauty_health,9
2017-11-13,PR,tech,17
2017-11-13,PR,other,20
2017-11-13,SC,home,22
2017-11-13,SC,beauty_health,7
2017-11-13,SC,tech,17
2017-11-13,SC,other,18
2017-11-13,BA,home,13
2017-11-13,BA,beauty_health,3
2017-11-13,BA,tech,10
2017-11-13,BA,other,24
2017-11-13,DF,home,4
2017-11-13,DF,beauty_health,1
2017-11-13,DF,tech,7
2017-11-13,DF,other,12
2017-11-20,SP,home,511
2017-11-20,SP,beauty_health,133
2017-11-20,SP,tech,227
2017-11-20,SP,other,411
2017-11-20,RJ,home,211
2017-11-20,RJ,beauty_health,44
2017-11-20,RJ,tech,83
2017-11-20,RJ,other,129
2017-11-20,MG,home,205
2017-11-20,MG,beauty_health,72
2017-11-20,MG,tech,68
2017-11-20,MG,other,126
2017-11-20,RS,home,76
2017-11-20,RS,beauty_health,25
2017-11-20,RS,tech,39
2017-11-20,RS,other,55
2017-11-20,PR,home,73
2017-11-20,PR,beauty_health,14
2017-11-20,PR,tech,35
2017-11-20,PR,other,45
2017-11-20,SC,home,39
2017-11-20,SC,beauty_health,17
2017-11-20,SC,tech,31
2017-11-20,SC,other,48
2017-11-20,BA,home,46
2017-11-20,BA,beauty_health,17
2017-11-20,BA,tech,32
2017-11-20,BA,other,26
2017-11-20,DF,home,14
2017-11-20,DF,beauty_health,24
2017-11-20,DF,tech,13
2017-11-20,DF,other,20
2017-11-27,SP,home,315
2017-11-27,SP,beauty_health,114
2017-11-27,SP,tech,168
2017-11-27,SP,other,339
2017-11-27,RJ,home,109
2017-11-27,RJ,beauty_health,35
2017-11-27,RJ,tech,51
2017-11-27,RJ,other,129
2017-11-27,MG,home,99
2017-11-27,MG,beauty_health,44
2017-11-27,MG,tech,67
2017-11-27,MG,other,116
2017-11-27,RS,home,39
2017-11-27,RS,beauty_health,13
2017-11-27,RS,tech,27
2017-11-27,RS,other,37
2017-11-27,PR,home,41
2017-11-27,PR,beauty_health,21
2017-11-27,PR,tech,30
2017-11-27,PR,other,38
2017-11-27,SC,home,12
2017-11-27,SC,beauty_health,12
2017-11-27,SC,tech,16
2017-11-27,SC,other,30
2017-11-27,BA,home,11
2017-11-27,BA,beauty_health,11
2017-11-27,BA,tech,14
2017-11-27,BA,other,33
2017-11-27,DF,home,20
2017-11-27,DF,beauty_health,16
2017-11-27,DF,tech,4
2017-11-27,DF,other,12
2017-12-04,SP,home,207
2017-12-04,SP,beauty_health,109
2017-12-04,SP,tech,126
2017-12-04,SP,other,296
2017-12-04,RJ,home,75
2017-12-04,RJ,beauty_health,33
2017-12-04,RJ,tech,45
2017-12-04,RJ,other,113
2017-12-04,MG,home,58
2017-12-04,MG,beauty_health,29
2017-12-04,MG,tech,52
2017-12-04,MG,other,107
2017-12-04,RS,home,35
2017-12-04,RS,beauty_health,7
2017-12-04,RS,tech,10
2017-12-04,RS,other,43
2017-12-04,PR,home,14
2017-12-04,PR,beauty_health,15
2017-12-04,PR,tech,13
2017-12-04,PR,other,29
2017-12-04,SC,home,13
2017-12-04,SC,beauty_health,8
2017-12-04,SC,tech,11
2017-12-04,SC,other,26
2017-12-04,BA,home,18
2017-12-04,BA,beauty_health,4
2017-12-04,BA,tech,10
2017-12-04,BA,other,19
2017-12-04,DF,home,6
2017-12-04,DF,beauty_health,5
2017-12-04,DF,tech,7
2017-12-04,DF,other,25
2017-12-11,SP,home,191
2017-12-11,SP,beauty_health,80
2017-12-11,SP,tech,112
2017-12-11,SP,other,276
2017-12-11,RJ,home,41
2017-12-11,RJ,beauty_health,21
2017-12-11,RJ,tech,42
2017-12-11,RJ,other,77
2017-12-11,MG,home,38
2017-12-11,MG,beauty_health,28
2017-12-11,MG,tech,34
2017-12-11,MG,other,71
2017-12-11,RS,home,15
2017-12-11,RS,beauty_health,13
2017-12-11,RS,tech,16
2017-12-11,RS,other,30
2017-12-11,PR,home,25
2017-12-11,PR,beauty_health,6
2017-12-11,PR,tech,15
2017-12-11,PR,other,32
2017-12-11,SC,home,13
2017-12-11,SC,beauty_health,7
2017-12-11,SC,tech,11
2017-12-11,SC,other,23
2017-12-11,BA,home,9
2017-12-11,BA,beauty_health,8
2017-12-11,BA,tech,18
2017-12-11,BA,other,17
2017-12-11,DF,home,5
2017-12-11,DF,beauty_health,7
2017-12-11,DF,tech,6
2017-12-11,DF,other,15
2017-12-18,SP,home,134
2017-12-18,SP,beauty_health,58
2017-12-18,SP,tech,91
2017-12-18,SP,other,151
2017-12-18,RJ,home,34
2017-12-18,RJ,beauty_health,16
2017-12-18,RJ,tech,31
2017-12-18,RJ,other,59
2017-12-18,MG,home,37
2017-12-18,MG,beauty_health,15
2017-12-18,MG,tech,29
2017-12-18,MG,other,37
2017-12-18,RS,home,23
2017-12-18,RS,beauty_health,10
2017-12-18,RS,tech,14
2017-12-18,RS,other,15
2017-12-18,PR,home,13
2017-12-18,PR,beauty_health,9
2017-12-18,PR,tech,11
2017-12-18,PR,other,22
2017-12-18,SC,home,9
2017-12-18,SC,beauty_health,1
2017-12-18,SC,tech,8
2017-12-18,SC,other,9
2017-12-18,BA,home,13
2017-12-18,BA,beauty_health,3
2017-12-18,BA,tech,12
2017-12-18,BA,other,12
2017-12-18,DF,home,7
2017-12-18,DF,beauty_health,6
2017-12-18,DF,tech,5
2017-12-18,DF,other,11
2017-12-25,SP,home,124
2017-12-25,SP,beauty_health,40
2017-12-25,SP,tech,96
2017-12-25,SP,other,136
2017-12-25,RJ,home,39
2017-12-25,RJ,beauty_health,16
2017-12-25,RJ,tech,14
2017-12-25,RJ,other,34
2017-12-25,MG,home,34
2017-12-25,MG,beauty_health,7
2017-12-25,MG,tech,20
2017-12-25,MG,other,54
2017-12-25,RS,home,12
2017-12-25,RS,beauty_health,5
2017-12-25,RS,tech,9
2017-12-25,RS,other,12
2017-12-25,PR,home,20
2017-12-25,PR,beauty_health,4
2017-12-25,PR,tech,5
2017-12-25,PR,other,13
2017-12-25,SC,home,9
2017-12-25,SC,beauty_health,2
2017-12-25,SC,tech,13
2017-12-25,SC,other,15
2017-12-25,BA,home,5
2017-12-25,BA,beauty_health,4
2017-12-25,BA,tech,9
2017-12-25,BA,other,7
2017-12-25,DF,home,7
2017-12-25,DF,beauty_health,3
2017-12-25,DF,tech,2
2017-12-25,DF,other,9
2018-01-01,SP,home,194
2018-01-01,SP,beauty_health,78
2018-01-01,SP,tech,125
2018-01-01,SP,other,212
2018-01-01,RJ,home,64
2018-01-01,RJ,beauty_health,31
2018-01-01,RJ,tech,40
2018-01-01,RJ,other,76
2018-01-01,MG,home,41
2018-01-01,MG,beauty_health,27
2018-01-01,MG,tech,40
2018-01-01,MG,other,50
2018-01-01,RS,home,24
2018-01-01,RS,beauty_health,14
2018-01-01,RS,tech,21
2018-01-01,RS,other,32
2018-01-01,PR,home,18
2018-01-01,PR,beauty_health,7
2018-01-01,PR,tech,11
2018-01-01,PR,other,34
2018-01-01,SC,home,19
2018-01-01,SC,beauty_health,7
2018-01-01,SC,tech,12
2018-01-01,SC,other,25
2018-01-01,BA,home,13
2018-01-01,BA,beauty_health,4
2018-01-01,BA,tech,9
2018-01-01,BA,other,31
2018-01-01,DF,home,11
2018-01-01,DF,beauty_health,1
2018-01-01,DF,tech,3
2018-01-01,DF,other,13
2018-01-08,SP,home,221
2018-01-08,SP,beauty_health,105
2018-01-08,SP,tech,167
2018-01-08,SP,other,306
2018-01-08,RJ,home,68
2018-01-08,RJ,beauty_health,28
2018-01-08,RJ,tech,46
2018-01-08,RJ,other,70
2018-01-08,MG,home,79
2018-01-08,MG,beauty_health,28
2018-01-08,MG,tech,53
2018-01-08,MG,other,83
2018-01-08,RS,home,24
2018-01-08,RS,beauty_health,16
2018-01-08,RS,tech,12
2018-01-08,RS,other,30
2018-01-08,PR,home,26
2018-01-08,PR,beauty_health,19
2018-01-08,PR,tech,40
2018-01-08,PR,other,34
2018-01-08,SC,home,32
2018-01-08,SC,beauty_health,7
2018-01-08,SC,tech,12
2018-01-08,SC,other,28
2018-01-08,BA,home,16
2018-01-08,BA,beauty_health,7
2018-01-08,BA,tech,12
2018-01-08,BA,other,33
2018-01-08,DF,home,8
2018-01-08,DF,beauty_health,4
2018-01-08,DF,tech,4
2018-01-08,DF,other,5
2018-01-15,SP,home,246
2018-01-15,SP,beauty_health,107
2018-01-15,SP,tech,171
2018-01-15,SP,other,307
2018-01-15,RJ,home,57
2018-01-15,RJ,beauty_health,31
2018-01-15,RJ,tech,53
2018-01-15,RJ,other,73
2018-01-15,MG,home,82
2018-01-15,MG,beauty_health,24
2018-01-15,MG,tech,37
2018-01-15,MG,other,80
2018-01-15,RS,home,26
2018-01-15,RS,beauty_health,18
2018-01-15,RS,tech,14
2018-01-15,RS,other,31
2018-01-15,PR,home,23
2018-01-15,PR,beauty_health,8
2018-01-15,PR,tech,23
2018-01-15,PR,other,36
2018-01-15,SC,home,21
2018-01-15,SC,beauty_health,11
2018-01-15,SC,tech,14
2018-01-15,SC,other,37
2018-01-15,BA,home,10
2018-01-15,BA,beauty_health,9
2018-01-15,BA,tech,16
2018-01-15,BA,other,25
2018-01-15,DF,home,8
2018-01-15,DF,beauty_health,7
2018-01-15,DF,tech,6
2018-01-15,DF,other,13
2018-01-22,SP,home,238
2018-01-22,SP,beauty_health,113
2018-01-22,SP,tech,155
2018-01-22,SP,other,231
2018-01-22,RJ,home,60
2018-01-22,RJ,beauty_health,26
2018-01-22,RJ,tech,52
2018-01-22,RJ,other,59
2018-01-22,MG,home,71
2018-01-22,MG,beauty_health,27
2018-01-22,MG,tech,49
2018-01-22,MG,other,69
2018-01-22,RS,home,35
2018-01-22,RS,beauty_health,12
2018-01-22,RS,tech,19
2018-01-22,RS,other,30
2018-01-22,PR,home,22
2018-01-22,PR,beauty_health,21
2018-01-22,PR,tech,29
2018-01-22,PR,other,30
2018-01-22,SC,home,26
2018-01-22,SC,beauty_health,11
2018-01-22,SC,tech,16
2018-01-22,SC,other,22
2018-01-22,BA,home,6
2018-01-22,BA,beauty_health,3
2018-01-22,BA,tech,20
2018-01-22,BA,other,16
2018-01-22,DF,home,6
2018-01-22,DF,beauty_health,5
2018-01-22,DF,tech,12
2018-01-22,DF,other,12
2018-01-29,SP,home,216
2018-01-29,SP,beauty_health,81
2018-01-29,SP,tech,173
2018-01-29,SP,other,227
2018-01-29,RJ,home,71
2018-01-29,RJ,beauty_health,30
2018-01-29,RJ,tech,68
2018-01-29,RJ,other,72
2018-01-29,MG,home,54
2018-01-29,MG,beauty_health,16
2018-01-29,MG,tech,70
2018-01-29,MG,other,74
2018-01-29,RS,home,31
2018-01-29,RS,beauty_health,12
2018-01-29,RS,tech,17
2018-01-29,RS,other,33
2018-01-29,PR,home,20
2018-01-29,PR,beauty_health,6
2018-01-29,PR,tech,26
2018-01-29,PR,other,30
2018-01-29,SC,home,18
2018-01-29,SC,beauty_health,9
2018-01-29,SC,tech,35
2018-01-29,SC,other,24
2018-01-29,BA,home,9
