week,region,category,demand
47,R4_NorthWest,gifting,585
47,R5_NorthEast,gifting,405
47,R6_SouthWest,gifting,388
48,R1_London,essentials,1380
48,R2_SouthEast,essentials,826
48,R3_Midlands,essentials,749
48,R4_NorthWest,essentials,702
48,R5_NorthEast,essentials,500
48,R6_SouthWest,essentials,471
48,R1_London,outdoor,455
48,R2_SouthEast,outdoor,285
48,R3_Midlands,outdoor,266
48,R4_NorthWest,outdoor,258
48,R5_NorthEast,outdoor,191
48,R6_SouthWest,outdoor,164
48,R1_London,gifting,1100
48,R2_SouthEast,gifting,632
48,R3_Midlands,gifting,588
48,R4_NorthWest,gifting,560
48,R5_NorthEast,gifting,399
48,R6_SouthWest,gifting,397
49,R1_London,essentials,1422
49,R2_SouthEast,essentials,895
49,R3_Midlands,essentials,698
49,R4_NorthWest,essentials,689
49,R5_NorthEast,essentials,479
49,R6_SouthWest,essentials,410
49,R1_London,outdoor,417
49,R2_SouthEast,outdoor,262
49,R3_Midlands,outdoor,226
49,R4_NorthWest,outdoor,226
49,R5_NorthEast,outdoor,168
49,R6_SouthWest,outdoor,146
49,R1_London,gifting,1178
49,R2_SouthEast,gifting,689
49,R3_Midlands,gifting,599
49,R4_NorthWest,gifting,536
49,R5_NorthEast,gifting,462
49,R6_SouthWest,gifting,387
50,R1_London,essentials,1365
50,R2_SouthEast,essentials,845
50,R3_Midlands,essentials,737
50,R4_NorthWest,essentials,663
50,R5_NorthEast,essentials,506
50,R6_SouthWest,essentials,452
50,R1_London,outdoor,386
50,R2_SouthEast,outdoor,281
50,R3_Midlands,outdoor,220
50,R4_NorthWest,outdoor,203
50,R5_NorthEast,outdoor,151
50,R6_SouthWest,outdoor,129
50,R1_London,gifting,1199
50,R2_SouthEast,gifting,677
50,R3_Midlands,gifting,609
50,R4_NorthWest,gifting,564
50,R5_NorthEast,gifting,418
50,R6_SouthWest,gifting,396
51,R1_London,essentials,1417
51,R2_SouthEast,essentials,826
51,R3_Midlands,essentials,763
51,R4_NorthWest,essentials,688
51,R5_NorthEast,essentials,517
51,R6_SouthWest,essentials,499
51,R1_London,outdoor,361
51,R2_SouthEast,outdoor,244
51,R3_Midlands,outdoor,211
51,R4_NorthWest,outdoor,187
51,R5_NorthEast,outdoor,143
51,R6_SouthWest,outdoor,117
51,R1_London,gifting,1139
51,R2_SouthEast,gifting,659
51,R3_Midlands,gifting,603
51,R4_NorthWest,gifting,565
51,R5_NorthEast,gifting,419
51,R6_SouthWest,gifting,378
52,R1_London,essentials,1344
52,R2_SouthEast,essentials,815
52,R3_Midlands,essentials,749
52,R4_NorthWest,essentials,688
52,R5_NorthEast,essentials,534
52,R6_SouthWest,essentials,500
52,R1_London,outdoor,383
52,R2_SouthEast,outdoor,212
52,R3_Midlands,outdoor,207
52,R4_NorthWest,outdoor,190
52,R5_NorthEast,outdoor,144
52,R6_SouthWest,outdoor,126
52,R1_London,gifting,1109
52,R2_SouthEast,gifting,690
52,R3_Midlands,gifting,615
52,R4_NorthWest,gifting,573
52,R5_NorthEast,gifting,454
52,R6_SouthWest,gifting,416
53,R1_London,essentials,1391
53,R2_SouthEast,essentials,839
53,R3_Midlands,essentials,752
53,R4_NorthWest,essentials,693
53,R5_NorthEast,essentials,511
53,R6_SouthWest,essentials,494
53,R1_London,outdoor,354
53,R2_SouthEast,outdoor,226
53,R3_Midlands,outdoor,178
53,R4_NorthWest,outdoor,157
53,R5_NorthEast,outdoor,137
53,R6_SouthWest,outdoor,120
53,R1_London,gifting,1087
53,R2_SouthEast,gifting,671
53,R3_Midlands,gifting,580
53,R4_NorthWest,gifting,611
53,R5_NorthEast,gifting,411
53,R6_SouthWest,gifting,397
54,R1_London,essentials,1370
54,R2_SouthEast,essentials,886
54,R3_Midlands,essentials,802
54,R4_NorthWest,essentials,669
54,R5_NorthEast,essentials,568
54,R6_SouthWest,essentials,462
54,R1_London,outdoor,339
54,R2_SouthEast,outdoor,228
54,R3_Midlands,outdoor,192
54,R4_NorthWest,outdoor,165
54,R5_NorthEast,outdoor,112
54,R6_SouthWest,outdoor,110
54,R1_London,gifting,1114
54,R2_SouthEast,gifting,671
54,R3_Midlands,gifting,597
54,R4_NorthWest,gifting,550
54,R5_NorthEast,gifting,409
54,R6_SouthWest,gifting,380
55,R1_London,essentials,1402
55,R2_SouthEast,essentials,896
55,R3_Midlands,essentials,698
55,R4_NorthWest,essentials,704
55,R5_NorthEast,essentials,523
55,R6_SouthWest,essentials,488
55,R1_London,outdoor,353
55,R2_SouthEast,outdoor,210
55,R3_Midlands,outdoor,192
55,R4_NorthWest,outdoor,187
55,R5_NorthEast,outdoor,127
55,R6_SouthWest,outdoor,127
55,R1_London,gifting,1103
55,R2_SouthEast,gifting,654
55,R3_Midlands,gifting,569
55,R4_NorthWest,gifting,589
55,R5_NorthEast,gifting,388
55,R6_SouthWest,gifting,376
56,R1_London,essentials,1392
56,R2_SouthEast,essentials,869
56,R3_Midlands,essentials,752
56,R4_NorthWest,essentials,702
56,R5_NorthEast,essentials,520
56,R6_SouthWest,essentials,478
56,R1_London,outdoor,338
56,R2_SouthEast,outdoor,200
56,R3_Midlands,outdoor,169
56,R4_NorthWest,outdoor,172
56,R5_NorthEast,outdoor,93
56,R6_SouthWest,outdoor,112
56,R1_London,gifting,1049
56,R2_SouthEast,gifting,653
56,R3_Midlands,gifting,581
56,R4_NorthWest,gifting,565
56,R5_NorthEast,gifting,392
56,R6_SouthWest,gifting,384
57,R1_London,essentials,1419
57,R2_SouthEast,essentials,816
57,R3_Midlands,essentials,772
57,R4_NorthWest,essentials,724
57,R5_NorthEast,essentials,546
57,R6_SouthWest,essentials,435
57,R1_London,outdoor,338
57,R2_SouthEast,outdoor,209
57,R3_Midlands,outdoor,188
57,R4_NorthWest,outdoor,191
57,R5_NorthEast,outdoor,129
57,R6_SouthWest,outdoor,123
57,R1_London,gifting,1019
57,R2_SouthEast,gifting,616
57,R3_Midlands,gifting,553
57,R4_NorthWest,gifting,508
57,R5_NorthEast,gifting,374
57,R6_SouthWest,gifting,372
58,R1_London,essentials,1360
58,R2_SouthEast,essentials,879
58,R3_Midlands,essentials,719
58,R4_NorthWest,essentials,724
58,R5_NorthEast,essentials,522
58,R6_SouthWest,essentials,460
58,R1_London,outdoor,355
58,R2_SouthEast,outdoor,201
58,R3_Midlands,outdoor,201
58,R4_NorthWest,outdoor,195
58,R5_NorthEast,outdoor,147
58,R6_SouthWest,outdoor,125
58,R1_London,gifting,983
58,R2_SouthEast,gifting,594
58,R3_Midlands,gifting,532
58,R4_NorthWest,gifting,481
58,R5_NorthEast,gifting,341
58,R6_SouthWest,gifting,348
59,R1_London,essentials,1459
59,R2_SouthEast,essentials,787
59,R3_Midlands,essentials,758
59,R4_NorthWest,essentials,730
59,R5_NorthEast,essentials,520
59,R6_SouthWest,essentials,473
59,R1_London,outdoor,386
59,R2_SouthEast,outdoor,219
59,R3_Midlands,outdoor,207
59,R4_NorthWest,outdoor,163
59,R5_NorthEast,outdoor,146
59,R6_SouthWest,outdoor,135
59,R1_London,gifting,963
59,R2_SouthEast,gifting,579
59,R3_Midlands,gifting,514
59,R4_NorthWest,gifting,460
59,R5_NorthEast,gifting,373
59,R6_SouthWest,gifting,288
60,R1_London,essentials,1362
60,R2_SouthEast,essentials,868
60,R3_Midlands,essentials,751
60,R4_NorthWest,essentials,693
60,R5_NorthEast,essentials,527
60,R6_SouthWest,essentials,457
60,R1_London,outdoor,391
60,R2_SouthEast,outdoor,244
60,R3_Midlands,outdoor,222
60,R4_NorthWest,outdoor,187
60,R5_NorthEast,outdoor,165
60,R6_SouthWest,outdoor,149
60,R1_London,gifting,855
60,R2_SouthEast,gifting,598
60,R3_Midlands,gifting,509
60,R4_NorthWest,gifting,452
60,R5_NorthEast,gifting,348
60,R6_SouthWest,gifting,288
61,R1_London,essentials,1389
61,R2_SouthEast,essentials,828
61,R3_Midlands,essentials,702
61,R4_NorthWest,essentials,671
61,R5_NorthEast,essentials,481
61,R6_SouthWest,essentials,465
61,R1_London,outdoor,424
61,R2_SouthEast,outdoor,262
61,R3_Midlands,outdoor,264
61,R4_NorthWest,outdoor,249
61,R5_NorthEast,outdoor,178
61,R6_SouthWest,outdoor,154
61,R1_London,gifting,858
61,R2_SouthEast,gifting,525
61,R3_Midlands,gifting,449
61,R4_NorthWest,gifting,411
61,R5_NorthEast,gifting,310
61,R6_SouthWest,gifting,333
62,R1_London,essentials,1355
62,R2_SouthEast,essentials,829
62,R3_Midlands,essentials,745
62,R4_NorthWest,essentials,671
62,R5_NorthEast,essentials,502
62,R6_SouthWest,essentials,466
62,R1_London,outdoor,501
62,R2_SouthEast,outdoor,296
62,R3_Midlands,outdoor,218
62,R4_NorthWest,outdoor,254
62,R5_NorthEast,outdoor,179
62,R6_SouthWest,outdoor,169
62,R1_London,gifting,745
62,R2_SouthEast,gifting,431
62,R3_Midlands,gifting,407
62,R4_NorthWest,gifting,388
62,R5_NorthEast,gifting,294
62,R6_SouthWest,gifting,251
63,R1_London,essentials,1303
63,R2_SouthEast,essentials,811
63,R3_Midlands,essentials,724
63,R4_NorthWest,essentials,603
63,R5_NorthEast,essentials,507
63,R6_SouthWest,essentials,465
63,R1_London,outdoor,557
63,R2_SouthEast,outdoor,314
63,R3_Midlands,outdoor,268
63,R4_NorthWest,outdoor,247
63,R5_NorthEast,outdoor,181
63,R6_SouthWest,outdoor,178
63,R1_London,gifting,726
63,R2_SouthEast,gifting,419
63,R3_Midlands,gifting,351
63,R4_NorthWest,gifting,387
63,R5_NorthEast,gifting,265
63,R6_SouthWest,gifting,239
64,R1_London,essentials,1389
64,R2_SouthEast,essentials,829
64,R3_Midlands,essentials,726
64,R4_NorthWest,essentials,659
64,R5_NorthEast,essentials,511
64,R6_SouthWest,essentials,460
64,R1_London,outdoor,593
64,R2_SouthEast,outdoor,339
64,R3_Midlands,outdoor,298
64,R4_NorthWest,outdoor,259
64,R5_NorthEast,outdoor,225
64,R6_SouthWest,outdoor,185
64,R1_London,gifting,658
64,R2_SouthEast,gifting,424
64,R3_Midlands,gifting,355
64,R4_NorthWest,gifting,335
64,R5_NorthEast,gifting,237
64,R6_SouthWest,gifting,223
65,R1_London,essentials,1334
65,R2_SouthEast,essentials,823
65,R3_Midlands,essentials,738
65,R4_NorthWest,essentials,638
65,R5_NorthEast,essentials,476
65,R6_SouthWest,essentials,429
65,R1_London,outdoor,597
65,R2_SouthEast,outdoor,412
65,R3_Midlands,outdoor,352
65,R4_NorthWest,outdoor,326
65,R5_NorthEast,outdoor,221
65,R6_SouthWest,outdoor,213
65,R1_London,gifting,588
65,R2_SouthEast,gifting,369
65,R3_Midlands,gifting,344
65,R4_NorthWest,gifting,279
65,R5_NorthEast,gifting,207
65,R6_SouthWest,gifting,216
66,R1_London,essentials,1324
66,R2_SouthEast,essentials,782
66,R3_Midlands,essentials,676
66,R4_NorthWest,essentials,684
66,R5_NorthEast,essentials,478
66,R6_SouthWest,essentials,444
66,R1_London,outdoor,647
66,R2_SouthEast,outdoor,378
66,R3_Midlands,outdoor,366
66,R4_NorthWest,outdoor,303
66,R5_NorthEast,outdoor,227
66,R6_SouthWest,outdoor,215
66,R1_London,gifting,513
66,R2_SouthEast,gifting,320
66,R3_Midlands,gifting,270
66,R4_NorthWest,gifting,285
66,R5_NorthEast,gifting,215
66,R6_SouthWest,gifting,195
67,R1_London,essentials,1326
67,R2_SouthEast,essentials,797
67,R3_Midlands,essentials,657
67,R4_NorthWest,essentials,650
67,R5_NorthEast,essentials,455
67,R6_SouthWest,essentials,465
67,R1_London,outdoor,736
67,R2_SouthEast,outdoor,438
67,R3_Midlands,outdoor,367
67,R4_NorthWest,outdoor,331
67,R5_NorthEast,outdoor,269
67,R6_SouthWest,outdoor,225
67,R1_London,gifting,486
67,R2_SouthEast,gifting,317
67,R3_Midlands,gifting,270
67,R4_NorthWest,gifting,255
67,R5_NorthEast,gifting,179
67,R6_SouthWest,gifting,165
68,R1_London,essentials,1220
68,R2_SouthEast,essentials,737
68,R3_Midlands,essentials,676
68,R4_NorthWest,essentials,620
68,R5_NorthEast,essentials,486
68,R6_SouthWest,essentials,417
68,R1_London,outdoor,761
68,R2_SouthEast,outdoor,446
68,R3_Midlands,outdoor,407
68,R4_NorthWest,outdoor,403
68,R5_NorthEast,outdoor,266
68,R6_SouthWest,outdoor,254
68,R1_London,gifting,427
68,R2_SouthEast,gifting,257
68,R3_Midlands,gifting,216
68,R4_NorthWest,gifting,221
68,R5_NorthEast,gifting,150
68,R6_SouthWest,gifting,128
69,R1_London,essentials,1248
69,R2_SouthEast,essentials,789
69,R3_Midlands,essentials,672
69,R4_NorthWest,essentials,664
69,R5_NorthEast,essentials,479
69,R6_SouthWest,essentials,441
69,R1_London,outdoor,811
69,R2_SouthEast,outdoor,479
69,R3_Midlands,outdoor,431
69,R4_NorthWest,outdoor,404
69,R5_NorthEast,outdoor,332
69,R6_SouthWest,outdoor,279
69,R1_London,gifting,336
69,R2_SouthEast,gifting,207
69,R3_Midlands,gifting,194
69,R4_NorthWest,gifting,166
69,R5_NorthEast,gifting,134
69,R6_SouthWest,gifting,122
70,R1_London,essentials,1211
70,R2_SouthEast,essentials,767
70,R3_Midlands,essentials,683
70,R4_NorthWest,essentials,623
70,R5_NorthEast,essentials,455
70,R6_SouthWest,essentials,482
70,R1_London,outdoor,921
70,R2_SouthEast,outdoor,535
70,R3_Midlands,outdoor,466
70,R4_NorthWest,outdoor,432
70,R5_NorthEast,outdoor,305
70,R6_SouthWest,outdoor,270
70,R1_London,gifting,276
70,R2_SouthEast,gifting,195
70,R3_Midlands,gifting,161
70,R4_NorthWest,gifting,159
70,R5_NorthEast,gifting,116
70,R6_SouthWest,gifting,109
71,R1_London,essentials,1230
71,R2_SouthEast,essentials,727
71,R3_Midlands,essentials,692
71,R4_NorthWest,essentials,608
71,R5_NorthEast,essentials,447
71,R6_SouthWest,essentials,392
71,R1_London,outdoor,883
71,R2_SouthEast,outdoor,552
71,R3_Midlands,outdoor,465
71,R4_NorthWest,outdoor,443
71,R5_NorthEast,outdoor,309
71,R6_SouthWest,outdoor,293
71,R1_London,gifting,258
71,R2_SouthEast,gifting,163
71,R3_Midlands,gifting,141
71,R4_NorthWest,gifting,134
71,R5_NorthEast,gifting,102
71,R6_SouthWest,gifting,95
72,R1_London,essentials,1246
72,R2_SouthEast,essentials,699
72,R3_Midlands,essentials,609
72,R4_NorthWest,essentials,567
72,R5_NorthEast,essentials,428
72,R6_SouthWest,essentials,430
72,R1_London,outdoor,949
72,R2_SouthEast,outdoor,584
72,R3_Midlands,outdoor,526
72,R4_NorthWest,outdoor,507
72,R5_NorthEast,outdoor,339
72,R6_SouthWest,outdoor,292
72,R1_London,gifting,232
72,R2_SouthEast,gifting,116
72,R3_Midlands,gifting,114
72,R4_NorthWest,gifting,122
72,R5_NorthEast,gifting,77
72,R6_SouthWest,gifting,95
73,R1_London,essentials,1204
73,R2_SouthEast,essentials,724
73,R3_Midlands,essentials,650
73,R4_NorthWest,essentials,597
73,R5_NorthEast,essentials,433
73,R6_SouthWest,essentials,413
73,R1_London,outdoor,1040
73,R2_SouthEast,outdoor,588
73,R3_Midlands,outdoor,547
73,R4_NorthWest,outdoor,482
73,R5_NorthEast,outdoor,364
73,R6_SouthWest,outdoor,352
73,R1_London,gifting,193
73,R2_SouthEast,gifting,135
73,R3_Midlands,gifting,118
73,R4_NorthWest,gifting,102
73,R5_NorthEast,gifting,74
73,R6_SouthWest,gifting,68
74,R1_London,essentials,1179
74,R2_SouthEast,essentials,733
74,R3_Midlands,essentials,625
74,R4_NorthWest,essentials,596
74,R5_NorthEast,essentials,438
74,R6_SouthWest,essentials,417
74,R1_London,outdoor,1085
74,R2_SouthEast,outdoor,664
74,R3_Midlands,outdoor,550
74,R4_NorthWest,outdoor,533
74,R5_NorthEast,outdoor,369
74,R6_SouthWest,outdoor,359
74,R1_London,gifting,179
74,R2_SouthEast,gifting,92
74,R3_Midlands,gifting,91
74,R4_NorthWest,gifting,96
74,R5_NorthEast,gifting,61
74,R6_SouthWest,gifting,43
75,R1_London,essentials,1173
75,R2_SouthEast,essentials,782
75,R3_Midlands,essentials,650
75,R4_NorthWest,essentials,587
75,R5_NorthEast,essentials,427
75,R6_SouthWest,essentials,412
75,R1_London,outdoor,1085
75,R2_SouthEast,outdoor,625
75,R3_Midlands,outdoor,564
75,R4_NorthWest,outdoor,518
75,R5_NorthEast,outdoor,389
75,R6_SouthWest,outdoor,344
75,R1_London,gifting,151
75,R2_SouthEast,gifting,88
75,R3_Midlands,gifting,66
75,R4_NorthWest,gifting,81
75,R5_NorthEast,gifting,63
75,R6_SouthWest,gifting,56
76,R1_London,essentials,1170
76,R2_SouthEast,essentials,742
76,R3_Midlands,essentials,652
76,R4_NorthWest,essentials,625
76,R5_NorthEast,essentials,427
76,R6_SouthWest,essentials,376
76,R1_London,outdoor,1060
76,R2_SouthEast,outdoor,717
76,R3_Midlands,outdoor,568
76,R4_NorthWest,outdoor,568
76,R5_NorthEast,outdoor,380
76,R6_SouthWest,outdoor,340
76,R1_London,gifting,144
76,R2_SouthEast,gifting,94
76,R3_Midlands,gifting,90
76,R4_NorthWest,gifting,69
76,R5_NorthEast,gifting,36
76,R6_SouthWest,gifting,38
77,R1_London,essentials,1149
77,R2_SouthEast,essentials,713
77,R3_Midlands,essentials,641
77,R4_NorthWest,essentials,595
77,R5_NorthEast,essentials,468
77,R6_SouthWest,essentials,430
77,R1_London,outdoor,1101
77,R2_SouthEast,outdoor,678
77,R3_Midlands,outdoor,636
77,R4_NorthWest,outdoor,546
77,R5_NorthEast,outdoor,413
77,R6_SouthWest,outdoor,370
77,R1_London,gifting,126
77,R2_SouthEast,gifting,88
77,R3_Midlands,gifting,61
77,R4_NorthWest,gifting,71
77,R5_NorthEast,gifting,52
77,R6_SouthWest,gifting,44
78,R1_London,essentials,1178
78,R2_SouthEast,essentials,676
78,R3_Midlands,essentials,687
78,R4_NorthWest,essentials,578
78,R5_NorthEast,essentials,462
78,R6_SouthWest,essentials,426
78,R1_London,outdoor,1124
78,R2_SouthEast,outdoor,691
78,R3_Midlands,outdoor,659
78,R4_NorthWest,outdoor,569
78,R5_NorthEast,outdoor,398
78,R6_SouthWest,outdoor,394
78,R1_London,gifting,118
78,R2_SouthEast,gifting,66
78,R3_Midlands,gifting,70
78,R4_NorthWest,gifting,61
78,R5_NorthEast,gifting,67
78,R6_SouthWest,gifting,63
79,R1_London,essentials,1186
79,R2_SouthEast,essentials,719
79,R3_Midlands,essentials,624
79,R4_NorthWest,essentials,573
79,R5_NorthEast,essentials,440
79,R6_SouthWest,essentials,377
79,R1_London,outdoor,1154
79,R2_SouthEast,outdoor,723
79,R3_Midlands,outdoor,593
79,R4_NorthWest,outdoor,584
79,R5_NorthEast,outdoor,440
79,R6_SouthWest,outdoor,395
79,R1_London,gifting,160
79,R2_SouthEast,gifting,90
79,R3_Midlands,gifting,99
79,R4_NorthWest,gifting,81
79,R5_NorthEast,gifting,40
79,R6_SouthWest,gifting,52
80,R1_London,essentials,1174
80,R2_SouthEast,essentials,685
80,R3_Midlands,essentials,642
80,R4_NorthWest,essentials,545
80,R5_NorthEast,essentials,442
80,R6_SouthWest,essentials,396
80,R1_London,outdoor,1189
80,R2_SouthEast,outdoor,720
80,R3_Midlands,outdoor,693
80,R4_NorthWest,outdoor,590
80,R5_NorthEast,outdoor,441
80,R6_SouthWest,outdoor,387
80,R1_London,gifting,164
80,R2_SouthEast,gifting,90
80,R3_Midlands,gifting,91
80,R4_NorthWest,gifting,94
80,R5_NorthEast,gifting,69
80,R6_SouthWest,gifting,35
81,R1_London,essentials,1078
81,R2_SouthEast,essentials,701
81,R3_Midlands,essentials,628
81,R4_NorthWest,essentials,597
81,R5_NorthEast,essentials,417
81,R6_SouthWest,essentials,394
81,R1_London,outdoor,1184
81,R2_SouthEast,outdoor,737
81,R3_Midlands,outdoor,609
81,R4_NorthWest,outdoor,637
81,R5_NorthEast,outdoor,467
81,R6_SouthWest,outdoor,401
81,R1_London,gifting,195
81,R2_SouthEast,gifting,111
81,R3_Midlands,gifting,123
81,R4_NorthWest,gifting,89
81,R5_NorthEast,gifting,73
81,R6_SouthWest,gifting,64
82,R1_London,essentials,1128
82,R2_SouthEast,essentials,794
82,R3_Midlands,essentials,642
82,R4_NorthWest,essentials,542
82,R5_NorthEast,essentials,441
82,R6_SouthWest,essentials,353
82,R1_London,outdoor,1203
82,R2_SouthEast,outdoor,757
82,R3_Midlands,outdoor,642
82,R4_NorthWest,outdoor,601
82,R5_NorthEast,outdoor,450
82,R6_SouthWest,outdoor,401
82,R1_London,gifting,222
82,R2_SouthEast,gifting,143
82,R3_Midlands,gifting,137
82,R4_NorthWest,gifting,121
82,R5_NorthEast,gifting,74
82,R6_SouthWest,gifting,93
83,R1_London,essentials,1180
83,R2_SouthEast,essentials,657
83,R3_Midlands,essentials,613
83,R4_NorthWest,essentials,569
83,R5_NorthEast,essentials,377
83,R6_SouthWest,essentials,418
83,R1_London,outdoor,1211
83,R2_SouthEast,outdoor,702
83,R3_Midlands,outdoor,650
83,R4_NorthWest,outdoor,593
83,R5_NorthEast,outdoor,453
83,R6_SouthWest,outdoor,404
83,R1_London,gifting,269
83,R2_SouthEast,gifting,165
83,R3_Midlands,gifting,147
83,R4_NorthWest,gifting,158
83,R5_NorthEast,gifting,98
83,R6_SouthWest,gifting,101
84,R1_London,essentials,1199
84,R2_SouthEast,essentials,721
84,R3_Midlands,essentials,606
84,R4_NorthWest,essentials,596
84,R5_NorthEast,essentials,458
84,R6_SouthWest,essentials,367
84,R1_London,outdoor,1201
84,R2_SouthEast,outdoor,699
84,R3_Midlands,outdoor,622
84,R4_NorthWest,outdoor,605
84,R5_NorthEast,outdoor,432
84,R6_SouthWest,outdoor,403
84,R1_London,gifting,349
84,R2_SouthEast,gifting,195
84,R3_Midlands,gifting,171
84,R4_NorthWest,gifting,160
84,R5_NorthEast,gifting,101
84,R6_SouthWest,gifting,106
85,R1_London,essentials,1136
85,R2_SouthEast,essentials,741
85,R3_Midlands,essentials,575
85,R4_NorthWest,essentials,591
85,R5_NorthEast,essentials,447
85,R6_SouthWest,essentials,378
85,R1_London,outdoor,1119
85,R2_SouthEast,outdoor,733
85,R3_Midlands,outdoor,653
85,R4_NorthWest,outdoor,567
85,R5_NorthEast,outdoor,396
85,R6_SouthWest,outdoor,411
85,R1_London,gifting,362
85,R2_SouthEast,gifting,213
85,R3_Midlands,gifting,198
85,R4_NorthWest,gifting,190
85,R5_NorthEast,gifting,143
85,R6_SouthWest,gifting,141
86,R1_London,essentials,1237
86,R2_SouthEast,essentials,747
86,R3_Midlands,essentials,657
86,R4_NorthWest,essentials,583
86,R5_NorthEast,essentials,427
86,R6_SouthWest,essentials,419
86,R1_London,outdoor,1158
86,R2_SouthEast,outdoor,701
86,R3_Midlands,outdoor,597
86,R4_NorthWest,outdoor,606
86,R5_NorthEast,outdoor,409
86,R6_SouthWest,outdoor,395
86,R1_London,gifting,447
86,R2_SouthEast,gifting,272
86,R3_Midlands,gifting,262
86,R4_NorthWest,gifting,204
86,R5_NorthEast,gifting,157
86,R6_SouthWest,gifting,166
87,R1_London,essentials,1162
87,R2_SouthEast,essentials,697
87,R3_Midlands,essentials,654
87,R4_NorthWest,essentials,610
87,R5_NorthEast,essentials,448
87,R6_SouthWest,essentials,394
87,R1_London,outdoor,1084
87,R2_SouthEast,outdoor,670
87,R3_Midlands,outdoor,584
87,R4_NorthWest,outdoor,562
87,R5_NorthEast,outdoor,432
87,R6_SouthWest,outdoor,375
87,R1_London,gifting,456
87,R2_SouthEast,gifting,298
87,R3_Midlands,gifting,264
87,R4_NorthWest,gifting,260
87,R5_NorthEast,gifting,192
87,R6_SouthWest,gifting,154
88,R1_London,essentials,1252
88,R2_SouthEast,essentials,670
88,R3_Midlands,essentials,637
88,R4_NorthWest,essentials,589
88,R5_NorthEast,essentials,433
88,R6_SouthWest,essentials,394
88,R1_London,outdoor,1049
88,R2_SouthEast,outdoor,611
88,R3_Midlands,outdoor,601
88,R4_NorthWest,outdoor,512
88,R5_NorthEast,outdoor,419
88,R6_SouthWest,outdoor,340
88,R1_London,gifting,530
88,R2_SouthEast,gifting,325
88,R3_Midlands,gifting,287
88,R4_NorthWest,gifting,266
88,R5_NorthEast,gifting,215
88,R6_SouthWest,gifting,177
89,R1_London,essentials,1206
89,R2_SouthEast,essentials,757
89,R3_Midlands,essentials,650
89,R4_NorthWest,essentials,589
89,R5_NorthEast,essentials,441
89,R6_SouthWest,essentials,416
89,R1_London,outdoor,975
89,R2_SouthEast,outdoor,635
89,R3_Midlands,outdoor,533
89,R4_NorthWest,outdoor,545
89,R5_NorthEast,outdoor,380
89,R6_SouthWest,outdoor,305
89,R1_London,gifting,605
89,R2_SouthEast,gifting,367
89,R3_Midlands,gifting,353
89,R4_NorthWest,gifting,330
89,R5_NorthEast,gifting,237
89,R6_SouthWest,gifting,233
90,R1_London,essentials,1257
90,R2_SouthEast,essentials,778
90,R3_Midlands,essentials,690
90,R4_NorthWest,essentials,688
90,R5_NorthEast,essentials,469
90,R6_SouthWest,essentials,454
90,R1_London,outdoor,989
90,R2_SouthEast,outdoor,571
90,R3_Midlands,outdoor,546
90,R4_NorthWest,outdoor,471
90,R5_NorthEast,outdoor,383
90,R6_SouthWest,outdoor,298
90,R1_London,gifting,664
90,R2_SouthEast,gifting,399
90,R3_Midlands,gifting,333
90,R4_NorthWest,gifting,340
90,R5_NorthEast,gifting,249
90,R6_SouthWest,gifting,217
91,R1_London,essentials,1322
91,R2_SouthEast,essentials,710
91,R3_Midlands,essentials,617
91,R4_NorthWest,essentials,630
91,R5_NorthEast,essentials,471
91,R6_SouthWest,essentials,430
91,R1_London,outdoor,964
91,R2_SouthEast,outdoor,576
91,R3_Midlands,outdoor,462
91,R4_NorthWest,outdoor,509
91,R5_NorthEast,outdoor,345
91,R6_SouthWest,outdoor,358
91,R1_London,gifting,739
91,R2_SouthEast,gifting,432
91,R3_Midlands,gifting,404
91,R4_NorthWest,gifting,384
91,R5_NorthEast,gifting,271
91,R6_SouthWest,gifting,242
92,R1_London,essentials,1290
92,R2_SouthEast,essentials,818
92,R3_Midlands,essentials,684
92,R4_NorthWest,essentials,641
92,R5_NorthEast,essentials,463
92,R6_SouthWest,essentials,420
92,R1_London,outdoor,904
92,R2_SouthEast,outdoor,552
92,R3_Midlands,outdoor,476
92,R4_NorthWest,outdoor,458
92,R5_NorthEast,outdoor,313
92,R6_SouthWest,outdoor,329
92,R1_London,gifting,816
92,R2_SouthEast,gifting,485
92,R3_Midlands,gifting,423
92,R4_NorthWest,gifting,420
92,R5_NorthEast,gifting,316
92,R6_SouthWest,gifting,282
93,R1_London,essentials,1305
93,R2_SouthEast,essentials,845
93,R3_Midlands,essentials,706
93,R4_NorthWest,essentials,624
93,R5_NorthEast,essentials,468
93,R6_SouthWest,essentials,422
93,R1_London,outdoor,846
93,R2_SouthEast,outdoor,524
93,R3_Midlands,outdoor,459
93,R4_NorthWest,outdoor,417
93,R5_NorthEast,outdoor,316
93,R6_SouthWest,outdoor,316
93,R1_London,gifting,888
93,R2_SouthEast,gifting,537
93,R3_Midlands,gifting,462
93,R4_NorthWest,gifting,411
93,R5_NorthEast,gifting,335
93,R6_SouthWest,gifting,305
94,R1_London,essentials,1432
94,R2_SouthEast,essentials,835
94,R3_Midlands,essentials,664
94,R4_NorthWest,essentials,654
94,R5_NorthEast,essentials,518
94,R6_SouthWest,essentials,423
94,R1_London,outdoor,750
94,R2_SouthEast,outdoor,445
94,R3_Midlands,outdoor,431
94,R4_NorthWest,outdoor,386
94,R5_NorthEast,outdoor,305
94,R6_SouthWest,outdoor,264
